"","tconst","movielensid","primaryTitle","startYear","runtimeMinutes"
"524","tt0021394",116543,"so long letty",1929,"64"
"525","tt0021406",125623,"that night's wife",1930,"65"
"526","tt0021408",65762,"soup to nuts",1930,"70"
"527","tt0021409",71980,"under the roofs of paris",1930,"96"
"528","tt0021413",122058,"spring is here",1930,"69"
"529","tt0021472",111100,"three faces east",1930,"71"
"530","tt0021505",60229,"the unholy three",1930,"72"
"531","tt0021508",58130,"up the river",1930,"92"
"532","tt0021542",113083,"westfront 1918",1930,"97"
"533","tt0021549",78416,"whoopee!",1930,"93"
"534","tt0021550",155961,"wide open",1930,"69"
"535","tt0021551",118774,"the widow from chicago",1930,"64"
"536","tt0021568",166338,"young man of manhattan",1930,"79"
"537","tt0021571",33245,"earth",1930,"75"
"538","tt0021577",25774,"l'age d'or",1930,"60"
"539","tt0021595",159860,"alexander hamilton",1931,"70"
"540","tt0021607",150663,"an american tragedy",1931,"96"
"541","tt0021622",32345,"arrowsmith",1931,"108"
"542","tt0021632",108674,"bachelor apartment",1931,"76"
"543","tt0021633",149558,"the bachelor father",1931,"90"
"544","tt0021635",89833,"bad girl",1931,"90"
"545","tt0021647",113955,"beauty and the boss",1932,"66"
"546","tt0021649",109645,"behind office doors",1931,"82"
"547","tt0021668",102138,"the black camel",1931,"71"
"548","tt0021673",69744,"blonde crazy",1931,"79"
"549","tt0021730",25775,"the champ",1931,"86"
"550","tt0021733",115254,"charlie chan carries on",1931,"76"
"551","tt0021739",33251,"la chienne",1931,"91"
"552","tt0021746",1928,"cimarron",1931,"123"
"553","tt0021749",3307,"city lights",1931,"87"
"554","tt0021750",86418,"city streets",1931,"83"
"555","tt0021761",142681,"consolation marriage",1931,"81"
"556","tt0021763",116243,"convicted",1931,"63"
"557","tt0021768",146468,"cracked nuts",1931,"65"
"558","tt0021770",85861,"the criminal code",1931,"97"
"559","tt0021778",116572,"dance, fools, dance",1931,"80"
"560","tt0021780",113743,"just a gigolo",1931,"66"
"561","tt0021799",117903,"dirigible",1931,"100"
"562","tt0021800",82051,"dishonored",1931,"91"
"563","tt0021807",149892,"don't bet on women",1931,"70"
"564","tt0021814",2644,"dracula",1931,"75"
"565","tt0021818",32280,"the 3 penny opera",1931,"112"
"566","tt0021836",148444,"emil und die detektive",1931,"75"
"567","tt0021873",76714,"five star final",1931,"89"
"568","tt0021874",79339,"five and ten",1931,"89"
"569","tt0021884",2648,"frankenstein",1931,"70"
"570","tt0021885",69299,"a free soul",1931,"93"
"571","tt0021890",8302,"the front page",1931,"101"
"572","tt0021910",84512,"girls about town",1931,"80"
"573","tt0021917",92847,"god's gift to women",1931,"72"
"574","tt0021919",141290,"it's tough to be famous",1932,"79"
"575","tt0021931",124454,"the guardsman",1931,"82"
"576","tt0021933",94433,"guilty hands",1931,"69"
"577","tt0021969",118858,"honor among lovers",1931,"75"
"578","tt0021992",116869,"illicit",1931,"79"
"579","tt0022002",167296,"iron man",1931,"73"
"580","tt0022017",72876,"comradeship",1931,"93"
"581","tt0022021",94425,"kept husbands",1931,"76"
"582","tt0022026",116473,"kiki",1931,"87"
"583","tt0022054",122811,"the last flight",1931,"76"
"584","tt0022059",124759,"laughing sinners",1931,"72"
"585","tt0022074",58740,"the smiling lieutenant",1931,"93"
"586","tt0022080",72683,"limite",1931,"114"
"587","tt0022100",1260,"m",1931,"117"
"588","tt0022103",131852,"the mad genius",1931,"81"
"589","tt0022111",8228,"the maltese falcon",1931,"80"
"590","tt0022117",121873,"the man in possession",1931,"84"
"591","tt0022119",108936,"man of the world",1931,"74"
"592","tt0022125",66857,"marius",1931,"130"
"593","tt0022149",114898,"millie",1931,"85"
"594","tt0022150",71189,"le million",1931,"81"
"595","tt0022151",160384,"the millionaire",1931,"80"
"596","tt0022153",31353,"the miracle woman",1931,"90"
"597","tt0022158",25777,"monkey business",1931,"77"
"598","tt0022183",32799,"mädchen in uniform",1931,"88"
"599","tt0022191",122399,"the naughty flirt",1931,"56"
"600","tt0022208",25778,"night nurse",1931,"72"
"601","tt0022235",157442,"l'opéra de quat'sous",1931,"104"
"602","tt0022236",116871,"other men's women",1931,"71"
"603","tt0022251",117111,"pardon us",1931,"56"
"604","tt0022254",123993,"parlor, bedroom and bath",1931,"73"
"605","tt0022264",138904,"the phantom of paris",1931,"74"
"606","tt0022268",7221,"platinum blonde",1931,"89"
"607","tt0022276",87913,"possessed",1931,"76"
"608","tt0022279",67702,"private lives",1931,"84"
"609","tt0022286",7056,"the public enemy",1931,"83"
"610","tt0022335",91181,"safe in hell",1931,"73"
"611","tt0022353",58180,"seas beneath",1931,"90"
"612","tt0022357",102509,"the secret 6",1931,"83"
"613","tt0022382",123014,"sidewalks of new york",1931,"74"
"614","tt0022386",86929,"the sin of madelon claudet",1931,"75"
"615","tt0022395",2216,"the skin game",1931,"85"
"616","tt0022397",84641,"skippy",1931,"85"
"617","tt0022403",80224,"smart money",1931,"81"
"618","tt0022409",108046,"a soldier's plaything",1930,"56"
"619","tt0022430",89829,"the star witness",1931,"68"
"620","tt0022436",90878,"street scene",1931,"80"
"621","tt0022440",132553,"the struggle",1931,"87"
"622","tt0022453",46325,"susan lenox <her fall and rise>",1931,"76"
"623","tt0022454",79711,"svengali",1931,"81"
"624","tt0022458",5599,"tabu: a story of the south seas",1931,"86"
"625","tt0022485",78170,"tokyo chorus",1931,"90"
"626","tt0022495",84686,"trader horn",1931,"122"
"627","tt0022531",161386,"the vanishing legion",1931,"220"
"628","tt0022537",159135,"the viking",1931,"70"
"629","tt0022550",49746,"waterloo bridge",1931,"81"
"630","tt0022599",5560,"à nous la liberté",1931,"104"
"631","tt0022619",116429,"alias the doctor",1932,"61"
"632","tt0022626",50349,"american madness",1932,"75"
"633","tt0022628",64784,"the animal kingdom",1932,"85"
"634","tt0022635",108370,"are you listening?",1932,"73"
"635","tt0022639",110633,"arsène lupin",1932,"84"
"636","tt0022660",116879,"the beast of the city",1932,"86"
"637","tt0022676",88511,"big city blues",1932,"63"
"638","tt0022681",65930,"the big stampede",1932,"54"
"639","tt0022682",162528,"the big timer",1932,"72"
"640","tt0022689",86789,"bird of paradise",1932,"80"
"641","tt0022694",64275,"the blue light",1932,"85"
"642","tt0022696",46318,"blessed event",1932,"80"
"643","tt0022698",67140,"blonde venus",1932,"93"
"644","tt0022700",110034,"blondie of the follies",1932,"91"
"645","tt0022718",25782,"boudu saved from drowning",1932,"85"
"646","tt0022725",91718,"broken lullaby",1932,"76"
"647","tt0022735",116881,"the cabin in the cotton",1932,"78"
"648","tt0022737",92188,"call her savage",1932,"88"
"649","tt0022753",65204,"chandu the magician",1932,"71"
"650","tt0022755",115386,"charlie chan's chance",1932,"73"
"651","tt0022775",92522,"frisco jenny",1932,"73"
"652","tt0022778",146546,"the conquerors",1932,"86"
"653","tt0022787",89351,"wooden crosses",1932,"115"
"654","tt0022792",89794,"the crowd roars",1932,"85"
"655","tt0022802",117736,"the dark horse",1932,"75"
"656","tt0022827",25783,"doctor x",1932,"76"
"657","tt0022834",79337,"downstairs",1932,"77"
"658","tt0022835",8521,"dr. jekyll and mr. hyde",1931,"98"
"659","tt0022854",85374,"emma",1932,"72"
"660","tt0022873",108888,"faithless",1932,"77"
"661","tt0022877",66977,"fanny",1932,"140"
"662","tt0022879",976,"a farewell to arms",1932,"80"
"663","tt0022882",99919,"fast life",1932,"82"
"664","tt0022905",88419,"forbidden",1932,"85"
"665","tt0022913",8507,"freaks",1932,"64"
"666","tt0022921",160305,"broadway to cheyenne",1932,"60"
"667","tt0022958",1929,"grand hotel",1932,"112"
"668","tt0022979",121318,"the hatchet man",1932,"74"
"669","tt0022981",124679,"haunted gold",1932,"58"
"670","tt0022990",124693,"hell's highway",1932,"62"
"671","tt0023027",7091,"horse feathers",1932,"68"
"672","tt0023028",125405,"hot saturday",1932,"73"
"673","tt0023038",70797,"the hurricane express",1932,"227"
"674","tt0023042",8044,"i am a fugitive from a chain gang",1932,"92"
"675","tt0023049",82182,"if i had a million",1932,"88"
"676","tt0023074",86896,"jewel robbery",1932,"68"
"677","tt0023101",91709,"kongo",1932,"86"
"678","tt0023125",88513,"lawyer man",1932,"72"
"679","tt0023137",150582,"the song of night",1932,"85"
"680","tt0023145",149967,"the phantom fiend",1932,"85"
"681","tt0023151",124775,"the lost squadron",1932,"79"
"682","tt0023158",31991,"love me tonight",1932,"104"
"683","tt0023180",124406,"man wanted",1932,"62"
"684","tt0023181",116885,"the man who played god",1932,"80"
"685","tt0023194",8615,"the mask of fu manchu",1932,"68"
"686","tt0023196",45170,"mata hari",1931,"89"
"687","tt0023198",100559,"the match king",1932,"79"
"688","tt0023202",125181,"me and my gal",1932,"79"
"689","tt0023225",91073,"million dollar legs",1932,"64"
"690","tt0023236",55628,"the monster walks",1932,"63"
"691","tt0023238",8295,"the most dangerous game",1932,"63"
"692","tt0023240",123659,"the mouthpiece",1932,"86"
"693","tt0023241",76720,"movie crazy",1932,"84"
"694","tt0023243",71278,"mr. robinson crusoe",1932,"76"
"695","tt0023245",2633,"the mummy",1932,"73"
"696","tt0023249",59159,"murders in the rue morgue",1932,"61"
"697","tt0023261",86510,"no blood relation",1932,"79"
"698","tt0023268",121993,"night court",1932,"92"
"699","tt0023271",160259,"night world",1932,"58"
"700","tt0023277",89670,"no man of her own",1932,"85"
"701","tt0023284",102744,"night at the crossroads",1932,"75"
"702","tt0023285",2214,"number 17",1932,"66"
"703","tt0023293",25786,"the old dark house",1932,"72"
"704","tt0023303",59680,"one hour with you",1932,"80"
"705","tt0023305",73630,"one way passage",1932,"67"
"706","tt0023312",122815,"pack up your troubles",1932,"68"
"707","tt0023322",123663,"the passionate plumber",1932,"73"
"708","tt0023326",89329,"payment deferred",1932,"81"
"709","tt0023327",108158,"the penguin pool murder",1932,"70"
"710","tt0023331",153580,"pesn o geroyakh",1983,"50"
"711","tt0023335",142763,"the phantom of crestwood",1932,"76"
"712","tt0023345",151107,"the red head",1932,"91"
"713","tt0023349",102109,"polly of the circus",1932,"69"
"714","tt0023362",155950,"the purchase price",1932,"68"
"715","tt0023369",2904,"rain",1932,"94"
"716","tt0023374",25787,"rasputin and the empress",1932,"121"
"717","tt0023382",53038,"red dust",1932,"83"
"718","tt0023385",49752,"red-headed woman",1932,"79"
"719","tt0023394",155952,"the rich are always with us",1932,"71"
"720","tt0023395",2215,"east of shanghai",1931,"92"
"721","tt0023396",124969,"ride him, cowboy",1932,"55"
"722","tt0023427",25788,"scarface",1932,"93"
"723","tt0023450",88975,"where now are the dreams of youth",1932,"92"
"724","tt0023456",70819,"the shadow of the eagle",1932,"218"
"725","tt0023458",25789,"shanghai express",1932,"82"
"726","tt0023469",116211,"the sign of four: sherlock holmes' greatest case",1932,"75"
"727","tt0023470",47927,"the sign of the cross",1932,"108"
"728","tt0023486",91799,"skyscraper souls",1932,"99"
"729","tt0023488",85440,"smilin' through",1932,"98"
"730","tt0023491",98304,"so big!",1932,"81"
"731","tt0023495",112458,"the son-daughter",1932,"79"
"732","tt0023498",123997,"speak easily",1932,"82"
"733","tt0023537",102192,"a successful calamity",1932,"72"
"734","tt0023551",39777,"tarzan the ape man",1932,"100"
"735","tt0023556",89747,"taxi!",1932,"69"
"736","tt0023563",8670,"the testament of dr. mabuse",1933,"122"
"737","tt0023582",92676,"thirteen women",1932,"73"
"738","tt0023583",165953,"the thirteenth guest",1932,"69"
"739","tt0023584",117752,"this is the night",1932,"80"
"740","tt0023589",124075,"three wise girls",1932,"68"
"741","tt0023590",67464,"three on a match",1932,"63"
"742","tt0023594",173805,"tiger shark",1932,"77"
"743","tt0023622",3739,"trouble in paradise",1932,"83"
"744","tt0023629",125203,"two seconds",1932,"67"
"745","tt0023634",25792,"i was born, but...",1932,"100"
"746","tt0023642",124913,"union depot",1932,"67"
"747","tt0023649",25793,"vampyr",1932,"83"
"748","tt0023655",161278,"veiled aristocrats",1932,"48"
"749","tt0023659",125049,"virtue",1932,"68"
"750","tt0023685",105017,"the wet parade",1932,"118"
"751","tt0023686",25794,"what price hollywood?",1932,"88"
"752","tt0023694",7881,"white zombie",1932,"69"
"753","tt0023701",123987,"winner take all",1932,"66"
"754","tt0023720",142793,"young bride",1932,"76"
"755","tt0023731",49379,"20,000 years in sing sing",1932,"78"
"756","tt0023753",80748,"alice in wonderland",1933,"76"
"757","tt0023758",113953,"ann carver's profession",1933,"71"
"758","tt0023775",34469,"baby face",1933,"71"
"759","tt0023786",98437,"bed of roses",1933,"67"
"760","tt0023790",110923,"before dawn",1933,"60"
"761","tt0023793",161828,"below the sea",1933,"78"
"762","tt0023794",108920,"berkeley square",1933,"84"
"763","tt0023814",43482,"the bitter tea of general yen",1932,"88"
"764","tt0023817",110190,"blondie johnson",1933,"67"
"765","tt0023825",81396,"bombshell",1933,"96"
"766","tt0023838",123872,"the bowery",1933,"92"
"767","tt0023846",165371,"broadway bad",1933,"61"
"768","tt0023847",162504,"broadway thru a keyhole",1933,"90"
"769","tt0023871",142608,"a song of lisbon",1933,"85"
"770","tt0023876",1930,"cavalcade",1933,"112"
"771","tt0023878",149864,"central airport",1933,"72"
"772","tt0023881",115801,"charlie chan's greatest case",1933,"70"
"773","tt0023891",80102,"christopher strong",1933,"78"
"774","tt0023902",125856,"godfather mendoza",1934,"85"
"775","tt0023911",81443,"counsellor-at-law",1933,"82"
"776","tt0023926",46880,"dancing lady",1933,"92"
"777","tt0023935",65027,"the death kiss",1932,"75"
"778","tt0023937",89014,"dekigokoro",1933,"100"
"779","tt0023939",93437,"deserter",1933,"105"
"780","tt0023940",55106,"design for living",1933,"91"
"781","tt0023943",122577,"the devil's brother",1933,"90"
"782","tt0023948",25795,"dinner at eight",1933,"111"
"783","tt0023955",58564,"doctor bull",1933,"77"
"784","tt0023956",93322,"don quixote",1933,"73"
"785","tt0023960",52326,"double harness",1933,"69"
"786","tt0023969",1256,"duck soup",1933,"68"
"787","tt0023973",117738,"the eagle and the hawk",1933,"73"
"788","tt0023982",143963,"elmer, the great",1933,"72"
"789","tt0023985",86655,"the emperor jones",1933,"72"
"790","tt0023986",96710,"employees' entrance",1933,"75"
"791","tt0023990",141424,"eskimo",1933,"117"
"792","tt0023993",119625,"ex-lady",1933,"67"
"793","tt0024008",69005,"female",1933,"60"
"794","tt0024025",7049,"flying down to rio",1933,"89"
"795","tt0024028",45335,"footlight parade",1933,"104"
"796","tt0024034",7080,"42nd street",1933,"89"
"797","tt0024044",87227,"gabriel over the white house",1933,"86"
"798","tt0024055",25796,"the ghoul",1933,"77"
"799","tt0024067",120588,"going hollywood",1933,"78"
"800","tt0024069",25797,"gold diggers of 1933",1933,"97"
"801","tt0024083",7850,"hallelujah i'm a bum",1933,"82"
"802","tt0024090",124803,"hard to handle",1933,"78"
"803","tt0024100",123518,"hell below",1933,"101"
"804","tt0024115",80421,"heroes for sale",1933,"76"
"805","tt0024120",159992,"dragnet girl",1933,"100"
"806","tt0024124",66622,"his private secretary",1933,"60"
"807","tt0024130",123581,"hold your man",1933,"87"
"808","tt0024144",121063,"the house on 56th street",1933,"68"
"809","tt0024166",7081,"i'm no angel",1933,"87"
"810","tt0024183",36902,"international house",1933,"68"
"811","tt0024184",3932,"the invisible man",1933,"71"
"812","tt0024188",25798,"island of lost souls",1932,"70"
"813","tt0024214",87700,"apart from you",1933,"64"
"814","tt0024216",2366,"king kong",1933,"100"
"815","tt0024238",94957,"ladies they talk about",1933,"69"
"816","tt0024239",47146,"lady killer",1933,"76"
"817","tt0024240",25800,"lady for a day",1933,"96"
"818","tt0024252",894,"liebelei",1933,"88"
"819","tt0024262",64895,"the little giant",1933,"76"
"820","tt0024264",4921,"little women",1933,"115"
"821","tt0024269",121929,"looking forward",1933,"82"
"822","tt0024293",68576,"the man from monterey",1933,"57"
"823","tt0024301",165983,"man of the forest",1933,"62"
"824","tt0024302",89763,"man's castle",1933,"75"
"825","tt0024307",123016,"mary stevens, m.d.",1933,"72"
"826","tt0024314",31351,"the mayor of hell",1933,"90"
"827","tt0024334",121594,"midnight mary",1933,"74"
"828","tt0024339",100591,"the mind reader",1933,"70"
"829","tt0024353",54406,"morning glory",1933,"74"
"830","tt0024359",143130,"murder in the private car",1934,"63"
"831","tt0024360",108360,"murders in the zoo",1933,"62"
"832","tt0024368",8206,"mystery of the wax museum",1933,"77"
"833","tt0024373",141329,"the narrow corner",1933,"69"
"834","tt0024381",87085,"night flight",1933,"84"
"835","tt0024402",72302,"the patriots",1933,"98"
"836","tt0024411",157021,"one man's journey",1933,"72"
"837","tt0024414",124470,"one sunday afternoon",1933,"85"
"838","tt0024429",160307,"parole girl",1933,"67"
"839","tt0024433",79335,"peg o' my heart",1933,"87"
"840","tt0024435",103006,"penthouse",1933,"90"
"841","tt0024453",59865,"pilgrimage",1933,"96"
"842","tt0024455",167300,"pleasure cruise",1933,"72"
"843","tt0024465",124811,"the power and the glory",1933,"76"
"844","tt0024471",123419,"private detective 62",1933,"66"
"845","tt0024473",48301,"the private life of henry viii.",1933,"97"
"846","tt0024475",87562,"the prizefighter and the lady",1933,"102"
"847","tt0024476",123961,"professional sweetheart",1933,"73"
"848","tt0024481",8256,"queen christina",1933,"99"
"849","tt0024484",172053,"rafter romance",1933,"73"
"850","tt0024500",68474,"riders of destiny",1933,"53"
"851","tt0024514",109179,"s.o.s. eisberg",1933,"90"
"852","tt0024516",68524,"sagebrush trail",1933,"54"
